Tournament,Stage,Match Type,Match Name,Map,Team,Elimination,Detonated,Defused,Time Expiry (No Plant),Eliminated,Defused Failed,Detonation Denied,Time Expiry (Failed to Plant)
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 4,FNATIC vs FUT Esports,Split,FUT Esports,11,0,2,0,6,0,0,1
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 4,FNATIC vs FUT Esports,Lotus,FNATIC,8,0,4,1,7,3,4,1
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 4,FNATIC vs FUT Esports,Lotus,FUT Esports,7,3,4,1,8,0,4,1
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 4,BBL Esports vs Natus Vincere,Ascent,BBL Esports,4,1,2,1,10,2,1,0
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 4,BBL Esports vs Natus Vincere,Ascent,Natus Vincere,10,2,1,0,4,1,2,1
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 4,BBL Esports vs Natus Vincere,Sunset,BBL Esports,6,2,4,1,2,3,2,1
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 4,BBL Esports vs Natus Vincere,Sunset,Natus Vincere,2,3,2,1,6,2,4,1
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 4,BBL Esports vs Natus Vincere,Split,BBL Esports,12,0,1,0,7,1,0,1
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 4,BBL Esports vs Natus Vincere,Split,Natus Vincere,7,1,0,1,12,0,1,0
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 4,Team Vitality vs GIANTX,Lotus,Team Vitality,10,1,2,1,9,2,5,0
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 4,Team Vitality vs GIANTX,Lotus,GIANTX,9,2,5,0,10,1,2,1
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 4,Team Vitality vs GIANTX,Breeze,Team Vitality,9,3,0,1,4,0,3,0
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 4,Team Vitality vs GIANTX,Breeze,GIANTX,4,0,3,0,9,3,0,1
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 4,Team Vitality vs GIANTX,Sunset,Team Vitality,10,2,1,0,4,0,2,0
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 4,Team Vitality vs GIANTX,Sunset,GIANTX,4,0,2,0,10,2,1,0
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 4,Karmine Corp vs KOI,Sunset,Karmine Corp,2,7,3,1,3,2,2,0
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 4,Karmine Corp vs KOI,Sunset,KOI,3,2,2,0,2,7,3,1
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 4,Karmine Corp vs KOI,Icebox,Karmine Corp,2,2,3,0,8,3,2,0
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 4,Karmine Corp vs KOI,Icebox,KOI,8,3,2,0,2,2,3,0
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 4,Karmine Corp vs KOI,Bind,Karmine Corp,8,1,5,1,8,1,4,0
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 4,Karmine Corp vs KOI,Bind,KOI,8,1,4,0,8,1,5,1
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 5,BBL Esports vs GIANTX,Bind,BBL Esports,5,0,1,0,7,3,3,0
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 5,BBL Esports vs GIANTX,Bind,GIANTX,7,3,3,0,5,0,1,0
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 5,BBL Esports vs GIANTX,Sunset,BBL Esports,8,0,2,1,8,0,5,0
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 5,BBL Esports vs GIANTX,Sunset,GIANTX,8,0,5,0,8,0,2,1
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 5,Karmine Corp vs Team Heretics,Icebox,Karmine Corp,8,0,4,0,8,3,3,0
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 5,Karmine Corp vs Team Heretics,Icebox,Team Heretics,8,3,3,0,8,0,4,0
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 5,Karmine Corp vs Team Heretics,Lotus,Karmine Corp,8,3,1,1,4,1,0,0
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 5,Karmine Corp vs Team Heretics,Lotus,Team Heretics,4,1,0,0,8,3,1,1
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 5,Karmine Corp vs Team Heretics,Bind,Karmine Corp,7,1,1,0,8,3,2,0
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 5,Karmine Corp vs Team Heretics,Bind,Team Heretics,8,3,2,0,7,1,1,0
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 5,Team Vitality vs KOI,Split,Team Vitality,2,3,0,0,9,1,3,0
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 5,Team Vitality vs KOI,Split,KOI,9,1,3,0,2,3,0,0
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 5,Team Vitality vs KOI,Breeze,Team Vitality,7,2,3,1,3,0,4,0
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 5,Team Vitality vs KOI,Breeze,KOI,3,0,4,0,7,2,3,1
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 5,Team Vitality vs KOI,Icebox,Team Vitality,2,1,0,1,4,0,9,0
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 5,Team Vitality vs KOI,Icebox,KOI,4,0,9,0,2,1,0,1
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 5,Natus Vincere vs FNATIC,Breeze,Natus Vincere,5,0,1,0,8,1,4,0
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 5,Natus Vincere vs FNATIC,Breeze,FNATIC,8,1,4,0,5,0,1,0
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 5,Natus Vincere vs FNATIC,Ascent,Natus Vincere,6,5,1,1,7,0,1,0
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 5,Natus Vincere vs FNATIC,Ascent,FNATIC,7,0,1,0,6,5,1,1
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 5,Natus Vincere vs FNATIC,Bind,Natus Vincere,6,1,4,2,3,0,0,0
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 5,Natus Vincere vs FNATIC,Bind,FNATIC,3,0,0,0,6,1,4,2
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 5,Team Liquid vs Gentle Mates,Lotus,Team Liquid,5,5,3,0,2,0,2,0
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 5,Team Liquid vs Gentle Mates,Lotus,Gentle Mates,2,0,2,0,5,5,3,0
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 5,Team Liquid vs Gentle Mates,Icebox,Team Liquid,11,2,0,0,0,0,2,0
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 5,Team Liquid vs Gentle Mates,Icebox,Gentle Mates,0,0,2,0,11,2,0,0
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 5,BBL Esports vs FUT Esports,Bind,BBL Esports,4,0,2,3,9,0,3,1
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 5,BBL Esports vs FUT Esports,Bind,FUT Esports,9,0,3,1,4,0,2,3
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 5,BBL Esports vs FUT Esports,Icebox,BBL Esports,4,0,2,0,10,1,2,0
Champions Tour 2024: EMEA Stage 1,Regular Season,Week 5,BBL Esports vs FUT Esports,Icebox,FUT Esports,10,1,2,0,4,0,2,0
Champions Tour 2024: EMEA Stage 1,Playoffs,Knockout Round,FNATIC vs Team Liquid,Ascent,FNATIC,6,0,6,1,9,0,2,0
Champions Tour 2024: EMEA Stage 1,Playoffs,Knockout Round,FNATIC vs Team Liquid,Ascent,Team Liquid,9,0,2,0,6,0,6,1
Champions Tour 2024: EMEA Stage 1,Playoffs,Knockout Round,FNATIC vs Team Liquid,Icebox,FNATIC,5,1,5,1,11,0,2,1
Champions Tour 2024: EMEA Stage 1,Playoffs,Knockout Round,FNATIC vs Team Liquid,Icebox,Team Liquid,11,0,2,1,5,1,5,1
Champions Tour 2024: EMEA Stage 1,Playoffs,Knockout Round,FNATIC vs Team Liquid,Lotus,FNATIC,5,0,7,1,4,0,0,1
Champions Tour 2024: EMEA Stage 1,Playoffs,Knockout Round,FNATIC vs Team Liquid,Lotus,Team Liquid,4,0,0,1,5,0,7,1
Champions Tour 2024: EMEA Stage 1,Playoffs,Knockout Round,Natus Vincere vs Team Heretics,Lotus,Natus Vincere,8,2,1,0,10,1,2,0
Champions Tour 2024: EMEA Stage 1,Playoffs,Knockout Round,Natus Vincere vs Team Heretics,Lotus,Team Heretics,10,1,2,0,8,2,1,0
Champions Tour 2024: EMEA Stage 1,Playoffs,Knockout Round,Natus Vincere vs Team Heretics,Split,Natus Vincere,7,1,1,0,10,1,2,0
Champions Tour 2024: EMEA Stage 1,Playoffs,Knockout Round,Natus Vincere vs Team Heretics,Split,Team Heretics,10,1,2,0,7,1,1,0
Champions Tour 2024: EMEA Stage 1,Playoffs,Upper Semifinals,Karmine Corp vs FNATIC,Breeze,Karmine Corp,5,6,0,0,9,2,2,0
Champions Tour 2024: EMEA Stage 1,Playoffs,Upper Semifinals,Karmine Corp vs FNATIC,Breeze,FNATIC,9,2,2,0,5,6,0,0
Champions Tour 2024: EMEA Stage 1,Playoffs,Upper Semifinals,Karmine Corp vs FNATIC,Bind,Karmine Corp,4,4,0,1,10,2,1,0
