Tournament,Stage,Match Type,Match Name,Team,Action,Map
Champions Tour 2024: China Stage 2,Regular Season,Week 2,EDward Gaming vs Wolves Esports,Wolves Esports,ban,Haven
Champions Tour 2024: China Stage 2,Regular Season,Week 2,EDward Gaming vs Wolves Esports,EDward Gaming,ban,Ascent
Champions Tour 2024: China Stage 2,Regular Season,Week 2,EDward Gaming vs Wolves Esports,Wolves Esports,pick,Split
Champions Tour 2024: China Stage 2,Regular Season,Week 2,EDward Gaming vs Wolves Esports,EDward Gaming,pick,Bind
Champions Tour 2024: China Stage 2,Regular Season,Week 2,EDward Gaming vs Wolves Esports,Wolves Esports,ban,Lotus
Champions Tour 2024: China Stage 2,Regular Season,Week 2,EDward Gaming vs Wolves Esports,EDward Gaming,ban,Sunset
Champions Tour 2024: China Stage 2,Regular Season,Week 2,TYLOO vs Trace Esports,TYLOO,ban,Lotus
Champions Tour 2024: China Stage 2,Regular Season,Week 2,TYLOO vs Trace Esports,Trace Esports,ban,Icebox
Champions Tour 2024: China Stage 2,Regular Season,Week 2,TYLOO vs Trace Esports,TYLOO,pick,Split
Champions Tour 2024: China Stage 2,Regular Season,Week 2,TYLOO vs Trace Esports,Trace Esports,pick,Sunset
Champions Tour 2024: China Stage 2,Regular Season,Week 2,TYLOO vs Trace Esports,TYLOO,ban,Ascent
Champions Tour 2024: China Stage 2,Regular Season,Week 2,TYLOO vs Trace Esports,Trace Esports,ban,Bind
Champions Tour 2024: China Stage 2,Regular Season,Week 2,Nova Esports vs Bilibili Gaming,Bilibili Gaming,ban,Sunset
Champions Tour 2024: China Stage 2,Regular Season,Week 2,Nova Esports vs Bilibili Gaming,Nova Esports,ban,Haven
Champions Tour 2024: China Stage 2,Regular Season,Week 2,Nova Esports vs Bilibili Gaming,Bilibili Gaming,pick,Split
Champions Tour 2024: China Stage 2,Regular Season,Week 2,Nova Esports vs Bilibili Gaming,Nova Esports,pick,Bind
Champions Tour 2024: China Stage 2,Regular Season,Week 2,Nova Esports vs Bilibili Gaming,Bilibili Gaming,ban,Icebox
Champions Tour 2024: China Stage 2,Regular Season,Week 2,Nova Esports vs Bilibili Gaming,Nova Esports,ban,Lotus
Champions Tour 2024: China Stage 2,Regular Season,Week 3,JDG Esports vs FunPlus Phoenix,JDG Esports,ban,Ascent
Champions Tour 2024: China Stage 2,Regular Season,Week 3,JDG Esports vs FunPlus Phoenix,FunPlus Phoenix,ban,Split
Champions Tour 2024: China Stage 2,Regular Season,Week 3,JDG Esports vs FunPlus Phoenix,JDG Esports,pick,Sunset
Champions Tour 2024: China Stage 2,Regular Season,Week 3,JDG Esports vs FunPlus Phoenix,FunPlus Phoenix,pick,Haven
Champions Tour 2024: China Stage 2,Regular Season,Week 3,JDG Esports vs FunPlus Phoenix,JDG Esports,ban,Lotus
Champions Tour 2024: China Stage 2,Regular Season,Week 3,JDG Esports vs FunPlus Phoenix,FunPlus Phoenix,ban,Icebox
Champions Tour 2024: China Stage 2,Regular Season,Week 3,EDward Gaming vs Dragon Ranger Gaming,EDward Gaming,ban,Ascent
Champions Tour 2024: China Stage 2,Regular Season,Week 3,EDward Gaming vs Dragon Ranger Gaming,Dragon Ranger Gaming,ban,Bind
Champions Tour 2024: China Stage 2,Regular Season,Week 3,EDward Gaming vs Dragon Ranger Gaming,EDward Gaming,pick,Lotus
Champions Tour 2024: China Stage 2,Regular Season,Week 3,EDward Gaming vs Dragon Ranger Gaming,Dragon Ranger Gaming,pick,Haven
Champions Tour 2024: China Stage 2,Regular Season,Week 3,EDward Gaming vs Dragon Ranger Gaming,EDward Gaming,ban,Icebox
Champions Tour 2024: China Stage 2,Regular Season,Week 3,EDward Gaming vs Dragon Ranger Gaming,Dragon Ranger Gaming,ban,Sunset
Champions Tour 2024: China Stage 2,Regular Season,Week 3,Nova Esports vs Wolves Esports,Wolves Esports,ban,Lotus
Champions Tour 2024: China Stage 2,Regular Season,Week 3,Nova Esports vs Wolves Esports,Nova Esports,ban,Haven
Champions Tour 2024: China Stage 2,Regular Season,Week 3,Nova Esports vs Wolves Esports,Wolves Esports,pick,Icebox
Champions Tour 2024: China Stage 2,Regular Season,Week 3,Nova Esports vs Wolves Esports,Nova Esports,pick,Sunset
Champions Tour 2024: China Stage 2,Regular Season,Week 3,Nova Esports vs Wolves Esports,Wolves Esports,ban,Split
Champions Tour 2024: China Stage 2,Regular Season,Week 3,Nova Esports vs Wolves Esports,Nova Esports,ban,Ascent
Champions Tour 2024: China Stage 2,Regular Season,Week 3,JDG Esports vs Trace Esports,JDG Esports,ban,Split
Champions Tour 2024: China Stage 2,Regular Season,Week 3,JDG Esports vs Trace Esports,Trace Esports,ban,Icebox
Champions Tour 2024: China Stage 2,Regular Season,Week 3,JDG Esports vs Trace Esports,JDG Esports,pick,Bind
Champions Tour 2024: China Stage 2,Regular Season,Week 3,JDG Esports vs Trace Esports,Trace Esports,pick,Sunset
Champions Tour 2024: China Stage 2,Regular Season,Week 3,JDG Esports vs Trace Esports,JDG Esports,ban,Lotus
Champions Tour 2024: China Stage 2,Regular Season,Week 3,JDG Esports vs Trace Esports,Trace Esports,ban,Ascent
Champions Tour 2024: China Stage 2,Regular Season,Week 3,Titan Esports Club vs TYLOO,Titan Esports Club,ban,Split
Champions Tour 2024: China Stage 2,Regular Season,Week 3,Titan Esports Club vs TYLOO,TYLOO,ban,Lotus
Champions Tour 2024: China Stage 2,Regular Season,Week 3,Titan Esports Club vs TYLOO,Titan Esports Club,pick,Bind
Champions Tour 2024: China Stage 2,Regular Season,Week 3,Titan Esports Club vs TYLOO,TYLOO,pick,Ascent
Champions Tour 2024: China Stage 2,Regular Season,Week 3,Titan Esports Club vs TYLOO,Titan Esports Club,ban,Haven
Champions Tour 2024: China Stage 2,Regular Season,Week 3,Titan Esports Club vs TYLOO,TYLOO,ban,Sunset
Champions Tour 2024: China Stage 2,Regular Season,Week 3,All Gamers vs FunPlus Phoenix,All Gamers,ban,Lotus
Champions Tour 2024: China Stage 2,Regular Season,Week 3,All Gamers vs FunPlus Phoenix,FunPlus Phoenix,ban,Split
Champions Tour 2024: China Stage 2,Regular Season,Week 3,All Gamers vs FunPlus Phoenix,All Gamers,pick,Sunset
Champions Tour 2024: China Stage 2,Regular Season,Week 3,All Gamers vs FunPlus Phoenix,FunPlus Phoenix,pick,Haven
Champions Tour 2024: China Stage 2,Regular Season,Week 3,All Gamers vs FunPlus Phoenix,All Gamers,ban,Bind
Champions Tour 2024: China Stage 2,Regular Season,Week 3,All Gamers vs FunPlus Phoenix,FunPlus Phoenix,ban,Icebox
Champions Tour 2024: China Stage 2,Regular Season,Week 3,Bilibili Gaming vs Dragon Ranger Gaming,Bilibili Gaming,ban,Icebox
Champions Tour 2024: China Stage 2,Regular Season,Week 3,Bilibili Gaming vs Dragon Ranger Gaming,Dragon Ranger Gaming,ban,Bind
Champions Tour 2024: China Stage 2,Regular Season,Week 3,Bilibili Gaming vs Dragon Ranger Gaming,Bilibili Gaming,pick,Lotus
Champions Tour 2024: China Stage 2,Regular Season,Week 3,Bilibili Gaming vs Dragon Ranger Gaming,Dragon Ranger Gaming,pick,Ascent
Champions Tour 2024: China Stage 2,Regular Season,Week 3,Bilibili Gaming vs Dragon Ranger Gaming,Bilibili Gaming,ban,Haven
Champions Tour 2024: China Stage 2,Regular Season,Week 3,Bilibili Gaming vs Dragon Ranger Gaming,Dragon Ranger Gaming,ban,Sunset
Champions Tour 2024: China Stage 2,Regular Season,Week 3,EDward Gaming vs Nova Esports,Nova Esports,ban,Haven
Champions Tour 2024: China Stage 2,Regular Season,Week 3,EDward Gaming vs Nova Esports,EDward Gaming,ban,Ascent
Champions Tour 2024: China Stage 2,Regular Season,Week 3,EDward Gaming vs Nova Esports,Nova Esports,pick,Lotus
Champions Tour 2024: China Stage 2,Regular Season,Week 3,EDward Gaming vs Nova Esports,EDward Gaming,pick,Bind
Champions Tour 2024: China Stage 2,Regular Season,Week 3,EDward Gaming vs Nova Esports,Nova Esports,ban,Split
Champions Tour 2024: China Stage 2,Regular Season,Week 3,EDward Gaming vs Nova Esports,EDward Gaming,ban,Icebox
Champions Tour 2024: China Stage 2,Regular Season,Week 4,All Gamers vs Trace Esports,All Gamers,ban,Lotus
Champions Tour 2024: China Stage 2,Regular Season,Week 4,All Gamers vs Trace Esports,Trace Esports,ban,Icebox
Champions Tour 2024: China Stage 2,Regular Season,Week 4,All Gamers vs Trace Esports,All Gamers,pick,Haven
Champions Tour 2024: China Stage 2,Regular Season,Week 4,All Gamers vs Trace Esports,Trace Esports,pick,Sunset
Champions Tour 2024: China Stage 2,Regular Season,Week 4,All Gamers vs Trace Esports,All Gamers,ban,Ascent
Champions Tour 2024: China Stage 2,Regular Season,Week 4,All Gamers vs Trace Esports,Trace Esports,ban,Bind
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Titan Esports Club vs FunPlus Phoenix,FunPlus Phoenix,ban,Split
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Titan Esports Club vs FunPlus Phoenix,Titan Esports Club,ban,Haven
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Titan Esports Club vs FunPlus Phoenix,FunPlus Phoenix,pick,Lotus
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Titan Esports Club vs FunPlus Phoenix,Titan Esports Club,pick,Sunset
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Titan Esports Club vs FunPlus Phoenix,FunPlus Phoenix,ban,Icebox
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Titan Esports Club vs FunPlus Phoenix,Titan Esports Club,ban,Ascent
Champions Tour 2024: China Stage 2,Regular Season,Week 4,TYLOO vs JDG Esports,JDG Esports,ban,Sunset
Champions Tour 2024: China Stage 2,Regular Season,Week 4,TYLOO vs JDG Esports,TYLOO,ban,Lotus
Champions Tour 2024: China Stage 2,Regular Season,Week 4,TYLOO vs JDG Esports,JDG Esports,pick,Haven
Champions Tour 2024: China Stage 2,Regular Season,Week 4,TYLOO vs JDG Esports,TYLOO,pick,Icebox
Champions Tour 2024: China Stage 2,Regular Season,Week 4,TYLOO vs JDG Esports,JDG Esports,ban,Ascent
Champions Tour 2024: China Stage 2,Regular Season,Week 4,TYLOO vs JDG Esports,TYLOO,ban,Split
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Dragon Ranger Gaming vs Wolves Esports,Wolves Esports,ban,Lotus
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Dragon Ranger Gaming vs Wolves Esports,Dragon Ranger Gaming,ban,Sunset
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Dragon Ranger Gaming vs Wolves Esports,Wolves Esports,pick,Icebox
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Dragon Ranger Gaming vs Wolves Esports,Dragon Ranger Gaming,pick,Ascent
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Dragon Ranger Gaming vs Wolves Esports,Wolves Esports,ban,Split
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Dragon Ranger Gaming vs Wolves Esports,Dragon Ranger Gaming,ban,Bind
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Trace Esports vs Titan Esports Club,Trace Esports,ban,Icebox
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Trace Esports vs Titan Esports Club,Titan Esports Club,ban,Split
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Trace Esports vs Titan Esports Club,Trace Esports,pick,Lotus
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Trace Esports vs Titan Esports Club,Titan Esports Club,pick,Bind
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Trace Esports vs Titan Esports Club,Trace Esports,ban,Ascent
Champions Tour 2024: China Stage 2,Regular Season,Week 4,Trace Esports vs Titan Esports Club,Titan Esports Club,ban,Sunset
Champions Tour 2024: China Stage 2,Regular Season,Week 4,EDward Gaming vs Bilibili Gaming,Bilibili Gaming,ban,Bind
Champions Tour 2024: China Stage 2,Regular Season,Week 4,EDward Gaming vs Bilibili Gaming,EDward Gaming,ban,Split
Champions Tour 2024: China Stage 2,Regular Season,Week 4,EDward Gaming vs Bilibili Gaming,Bilibili Gaming,pick,Icebox
Champions Tour 2024: China Stage 2,Regular Season,Week 4,EDward Gaming vs Bilibili Gaming,EDward Gaming,pick,Haven
Champions Tour 2024: China Stage 2,Regular Season,Week 4,EDward Gaming vs Bilibili Gaming,Bilibili Gaming,ban,Sunset
Champions Tour 2024: China Stage 2,Regular Season,Week 4,EDward Gaming vs Bilibili Gaming,EDward Gaming,ban,Ascent
Champions Tour 2024: China Stage 2,Regular Season,Week 4,JDG Esports vs All Gamers,JDG Esports,ban,Sunset
Champions Tour 2024: China Stage 2,Regular Season,Week 4,JDG Esports vs All Gamers,All Gamers,ban,Bind
Champions Tour 2024: China Stage 2,Regular Season,Week 4,JDG Esports vs All Gamers,JDG Esports,pick,Haven
Champions Tour 2024: China Stage 2,Regular Season,Week 4,JDG Esports vs All Gamers,All Gamers,pick,Icebox
Champions Tour 2024: China Stage 2,Regular Season,Week 4,JDG Esports vs All Gamers,JDG Esports,ban,Lotus
Champions Tour 2024: China Stage 2,Regular Season,Week 4,JDG Esports vs All Gamers,All Gamers,ban,Ascent
Champions Tour 2024: China Stage 2,Regular Season,Week 4,TYLOO vs FunPlus Phoenix,TYLOO,ban,Lotus
Champions Tour 2024: China Stage 2,Regular Season,Week 4,TYLOO vs FunPlus Phoenix,FunPlus Phoenix,ban,Split
Champions Tour 2024: China Stage 2,Regular Season,Week 4,TYLOO vs FunPlus Phoenix,TYLOO,pick,Icebox
Champions Tour 2024: China Stage 2,Regular Season,Week 4,TYLOO vs FunPlus Phoenix,FunPlus Phoenix,pick,Haven
Champions Tour 2024: China Stage 2,Regular Season,Week 4,TYLOO vs FunPlus Phoenix,TYLOO,ban,Bind
Champions Tour 2024: China Stage 2,Regular Season,Week 4,TYLOO vs FunPlus Phoenix,FunPlus Phoenix,ban,Sunset
Champions Tour 2024: China Stage 2,Playoffs,Knockout Round,Trace Esports vs All Gamers,All Gamers,ban,Abyss
Champions Tour 2024: China Stage 2,Playoffs,Knockout Round,Trace Esports vs All Gamers,Trace Esports,ban,Icebox
Champions Tour 2024: China Stage 2,Playoffs,Knockout Round,Trace Esports vs All Gamers,All Gamers,pick,Lotus
Champions Tour 2024: China Stage 2,Playoffs,Knockout Round,Trace Esports vs All Gamers,Trace Esports,pick,Sunset
Champions Tour 2024: China Stage 2,Playoffs,Knockout Round,Trace Esports vs All Gamers,All Gamers,ban,Ascent
Champions Tour 2024: China Stage 2,Playoffs,Knockout Round,Trace Esports vs All Gamers,Trace Esports,ban,Bind
Champions Tour 2024: China Stage 2,Playoffs,Knockout Round,JDG Esports vs Bilibili Gaming,Bilibili Gaming,ban,Haven
Champions Tour 2024: China Stage 2,Playoffs,Knockout Round,JDG Esports vs Bilibili Gaming,JDG Esports,ban,Abyss
Champions Tour 2024: China Stage 2,Playoffs,Knockout Round,JDG Esports vs Bilibili Gaming,Bilibili Gaming,pick,Sunset
Champions Tour 2024: China Stage 2,Playoffs,Knockout Round,JDG Esports vs Bilibili Gaming,JDG Esports,pick,Icebox
Champions Tour 2024: China Stage 2,Playoffs,Knockout Round,JDG Esports vs Bilibili Gaming,Bilibili Gaming,ban,Bind
Champions Tour 2024: China Stage 2,Playoffs,Knockout Round,JDG Esports vs Bilibili Gaming,JDG Esports,ban,Ascent
Champions Tour 2024: China Stage 2,Playoffs,Upper Semifinals,FunPlus Phoenix vs Trace Esports,Trace Esports,ban,Icebox
Champions Tour 2024: China Stage 2,Playoffs,Upper Semifinals,FunPlus Phoenix vs Trace Esports,FunPlus Phoenix,ban,Sunset
Champions Tour 2024: China Stage 2,Playoffs,Upper Semifinals,FunPlus Phoenix vs Trace Esports,Trace Esports,pick,Ascent
Champions Tour 2024: China Stage 2,Playoffs,Upper Semifinals,FunPlus Phoenix vs Trace Esports,FunPlus Phoenix,pick,Haven
Champions Tour 2024: China Stage 2,Playoffs,Upper Semifinals,FunPlus Phoenix vs Trace Esports,Trace Esports,ban,Abyss
Champions Tour 2024: China Stage 2,Playoffs,Upper Semifinals,FunPlus Phoenix vs Trace Esports,FunPlus Phoenix,ban,Bind
Champions Tour 2024: China Stage 2,Playoffs,Upper Semifinals,EDward Gaming vs Bilibili Gaming,Bilibili Gaming,ban,Haven
Champions Tour 2024: China Stage 2,Playoffs,Upper Semifinals,EDward Gaming vs Bilibili Gaming,EDward Gaming,ban,Ascent
Champions Tour 2024: China Stage 2,Playoffs,Upper Semifinals,EDward Gaming vs Bilibili Gaming,Bilibili Gaming,pick,Sunset
Champions Tour 2024: China Stage 2,Playoffs,Upper Semifinals,EDward Gaming vs Bilibili Gaming,EDward Gaming,pick,Bind
Champions Tour 2024: China Stage 2,Playoffs,Upper Semifinals,EDward Gaming vs Bilibili Gaming,Bilibili Gaming,ban,Icebox
Champions Tour 2024: China Stage 2,Playoffs,Upper Semifinals,EDward Gaming vs Bilibili Gaming,EDward Gaming,ban,Abyss
Champions Tour 2024: China Stage 2,Playoffs,Upper Final,Trace Esports vs EDward Gaming,Trace Esports,ban,Icebox
Champions Tour 2024: China Stage 2,Playoffs,Upper Final,Trace Esports vs EDward Gaming,EDward Gaming,ban,Ascent
Champions Tour 2024: China Stage 2,Playoffs,Upper Final,Trace Esports vs EDward Gaming,Trace Esports,pick,Sunset
Champions Tour 2024: China Stage 2,Playoffs,Upper Final,Trace Esports vs EDward Gaming,EDward Gaming,pick,Abyss
Champions Tour 2024: China Stage 2,Playoffs,Upper Final,Trace Esports vs EDward Gaming,Trace Esports,ban,Haven
Champions Tour 2024: China Stage 2,Playoffs,Upper Final,Trace Esports vs EDward Gaming,EDward Gaming,ban,Bind
Champions Tour 2024: China Stage 2,Playoffs,Lower Round 1,FunPlus Phoenix vs Bilibili Gaming,Bilibili Gaming,ban,Haven
Champions Tour 2024: China Stage 2,Playoffs,Lower Round 1,FunPlus Phoenix vs Bilibili Gaming,FunPlus Phoenix,ban,Sunset
Champions Tour 2024: China Stage 2,Playoffs,Lower Round 1,FunPlus Phoenix vs Bilibili Gaming,Bilibili Gaming,pick,Ascent
Champions Tour 2024: China Stage 2,Playoffs,Lower Round 1,FunPlus Phoenix vs Bilibili Gaming,FunPlus Phoenix,pick,Icebox
Champions Tour 2024: China Stage 2,Playoffs,Lower Round 1,FunPlus Phoenix vs Bilibili Gaming,Bilibili Gaming,ban,Abyss
Champions Tour 2024: China Stage 2,Playoffs,Lower Round 1,FunPlus Phoenix vs Bilibili Gaming,FunPlus Phoenix,ban,Bind
Champions Tour 2024: China Stage 2,Playoffs,Lower Final,Trace Esports vs FunPlus Phoenix,FunPlus Phoenix,ban,Sunset
Champions Tour 2024: China Stage 2,Playoffs,Lower Final,Trace Esports vs FunPlus Phoenix,Trace Esports,ban,Icebox
Champions Tour 2024: China Stage 2,Playoffs,Lower Final,Trace Esports vs FunPlus Phoenix,FunPlus Phoenix,pick,Lotus
Champions Tour 2024: China Stage 2,Playoffs,Lower Final,Trace Esports vs FunPlus Phoenix,Trace Esports,pick,Ascent
Champions Tour 2024: China Stage 2,Playoffs,Lower Final,Trace Esports vs FunPlus Phoenix,FunPlus Phoenix,pick,Abyss
Champions Tour 2024: China Stage 2,Playoffs,Lower Final,Trace Esports vs FunPlus Phoenix,Trace Esports,pick,Bind
Champions Tour 2024: China Stage 2,Playoffs,Grand Final,EDward Gaming vs FunPlus Phoenix,EDward Gaming,ban,Ascent
Champions Tour 2024: China Stage 2,Playoffs,Grand Final,EDward Gaming vs FunPlus Phoenix,EDward Gaming,ban,Lotus
Champions Tour 2024: China Stage 2,Playoffs,Grand Final,EDward Gaming vs FunPlus Phoenix,EDward Gaming,pick,Sunset
Champions Tour 2024: China Stage 2,Playoffs,Grand Final,EDward Gaming vs FunPlus Phoenix,FunPlus Phoenix,pick,Abyss
Champions Tour 2024: China Stage 2,Playoffs,Grand Final,EDward Gaming vs FunPlus Phoenix,EDward Gaming,pick,Haven
Champions Tour 2024: China Stage 2,Playoffs,Grand Final,EDward Gaming vs FunPlus Phoenix,FunPlus Phoenix,pick,Icebox
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 1,ZETA DIVISION vs DRX,DRX,ban,Bind
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 1,ZETA DIVISION vs DRX,ZETA DIVISION,ban,Split
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 1,ZETA DIVISION vs DRX,DRX,pick,Icebox
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 1,ZETA DIVISION vs DRX,ZETA DIVISION,pick,Sunset
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 1,ZETA DIVISION vs DRX,DRX,ban,Ascent
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 1,ZETA DIVISION vs DRX,ZETA DIVISION,ban,Lotus
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 1,Team Secret vs BLEED,BLEED,ban,Icebox
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 1,Team Secret vs BLEED,Team Secret,ban,Bind
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 1,Team Secret vs BLEED,BLEED,pick,Ascent
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 1,Team Secret vs BLEED,Team Secret,pick,Sunset
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 1,Team Secret vs BLEED,BLEED,ban,Breeze
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 1,Team Secret vs BLEED,Team Secret,ban,Lotus
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 1,T1 vs Gen.G,T1,ban,Breeze
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 1,T1 vs Gen.G,Gen.G,ban,Icebox
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 1,T1 vs Gen.G,T1,pick,Split
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 1,T1 vs Gen.G,Gen.G,pick,Lotus
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 1,T1 vs Gen.G,T1,ban,Bind
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 1,T1 vs Gen.G,Gen.G,ban,Ascent
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 1,Paper Rex vs Talon Esports,Talon Esports,ban,Split
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 1,Paper Rex vs Talon Esports,Paper Rex,ban,Breeze
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 1,Paper Rex vs Talon Esports,Talon Esports,pick,Icebox
