Tournament,Stage,Match Type,Match Name,Map,Team A,Team A Score,Team A Attacker Score,Team A Defender Score,Team A Overtime Score,Team B,Team B Score,Team B Attacker Score,Team B Defender Score,Team B Overtime Score,Duration
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 1,ZETA DIVISION vs DRX,Breeze,ZETA DIVISION,4,2,2,,DRX,13,3,10,,38:12
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 1,Team Secret vs BLEED,Ascent,Team Secret,10,10,0,,BLEED,13,11,2,,51:45
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 1,Team Secret vs BLEED,Sunset,Team Secret,13,5,8,,BLEED,8,1,7,,47:55
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 1,Team Secret vs BLEED,Split,Team Secret,13,8,5,,BLEED,8,4,4,,49:09
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 1,T1 vs Gen.G,Split,T1,13,7,5,1,Gen.G,15,7,5,3,1:20:50
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 1,T1 vs Gen.G,Lotus,T1,13,9,4,,Gen.G,5,2,3,,42:45
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 1,T1 vs Gen.G,Sunset,T1,9,5,4,,Gen.G,13,6,7,,50:16
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 1,Paper Rex vs Talon Esports,Icebox,Paper Rex,13,9,4,,Talon Esports,4,1,3,,37:53
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 1,Paper Rex vs Talon Esports,Sunset,Paper Rex,13,9,4,,Talon Esports,7,4,3,,40:01
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 1,Rex Regum Qeon vs DetonatioN FocusMe,Icebox,Rex Regum Qeon,15,4,8,3,DetonatioN FocusMe,13,4,8,1,1:14:54
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 1,Rex Regum Qeon vs DetonatioN FocusMe,Ascent,Rex Regum Qeon,13,6,7,,DetonatioN FocusMe,9,3,6,,48:36
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 1,Team Secret vs Global Esports,Sunset,Team Secret,13,11,2,,Global Esports,8,7,1,,47:01
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 1,Team Secret vs Global Esports,Ascent,Team Secret,13,5,8,,Global Esports,10,3,7,,52:24
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 2,Talon Esports vs Rex Regum Qeon,Lotus,Talon Esports,15,6,6,3,Rex Regum Qeon,13,6,6,1,1:12:41
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 2,Talon Esports vs Rex Regum Qeon,Ascent,Talon Esports,10,5,5,,Rex Regum Qeon,13,6,7,,52:04
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 2,Talon Esports vs Rex Regum Qeon,Icebox,Talon Esports,13,10,3,,Rex Regum Qeon,10,8,2,,1:11:32
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 2,Paper Rex vs DRX,Split,Paper Rex,13,9,4,,DRX,4,1,3,,35:36
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 2,Paper Rex vs DRX,Haven,Paper Rex,8,7,1,,DRX,13,8,5,,44:46
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 2,Paper Rex vs DRX,Icebox,Paper Rex,13,10,3,,DRX,5,3,2,,39:41
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 2,Global Esports vs BLEED,Lotus,Global Esports,13,9,4,,BLEED,6,3,3,,55:15
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 2,Global Esports vs BLEED,Sunset,Global Esports,13,7,6,,BLEED,6,1,5,,48:33
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 2,DetonatioN FocusMe vs ZETA DIVISION,Haven,DetonatioN FocusMe,7,4,3,,ZETA DIVISION,13,5,8,,52:42
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 2,DetonatioN FocusMe vs ZETA DIVISION,Sunset,DetonatioN FocusMe,13,7,6,,ZETA DIVISION,9,4,5,,54:06
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 2,DetonatioN FocusMe vs ZETA DIVISION,Ascent,DetonatioN FocusMe,13,6,7,,ZETA DIVISION,10,4,6,,52:01
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 2,DRX vs Rex Regum Qeon,Split,DRX,12,9,3,0,Rex Regum Qeon,14,9,3,2,1:03:18
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 2,DRX vs Rex Regum Qeon,Sunset,DRX,12,4,8,0,Rex Regum Qeon,14,4,8,2,52:09
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 2,Team Secret vs T1,Haven,Team Secret,10,6,4,,T1,13,7,6,,52:44
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 2,Team Secret vs T1,Split,Team Secret,13,7,6,,T1,6,1,5,,43:21
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 2,Team Secret vs T1,Icebox,Team Secret,14,8,4,2,T1,12,8,4,0,54:42
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 3,Talon Esports vs DetonatioN FocusMe,Lotus,Talon Esports,13,7,6,,DetonatioN FocusMe,7,2,5,,52:08
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 3,Talon Esports vs DetonatioN FocusMe,Sunset,Talon Esports,13,6,7,,DetonatioN FocusMe,10,4,6,,54:33
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 3,ZETA DIVISION vs Rex Regum Qeon,Split,ZETA DIVISION,8,6,2,,Rex Regum Qeon,13,7,6,,50:13
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 3,ZETA DIVISION vs Rex Regum Qeon,Sunset,ZETA DIVISION,10,3,7,,Rex Regum Qeon,13,4,9,,52:35
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 3,Global Esports vs T1,Icebox,Global Esports,13,7,6,,T1,10,5,5,,57:42
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 3,Global Esports vs T1,Lotus,Global Esports,8,4,4,,T1,13,5,8,,49:04
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 3,Global Esports vs T1,Ascent,Global Esports,8,6,2,,T1,13,7,6,,50:19
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 3,BLEED vs Gen.G,Ascent,BLEED,6,6,0,,Gen.G,13,7,6,,46:33
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 3,BLEED vs Gen.G,Sunset,BLEED,13,5,8,,Gen.G,10,3,7,,48:31
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 3,BLEED vs Gen.G,Icebox,BLEED,11,4,7,,Gen.G,13,5,8,,49:46
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 3,Paper Rex vs DetonatioN FocusMe,Icebox,Paper Rex,13,10,3,,DetonatioN FocusMe,4,2,2,,49:25
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 3,Paper Rex vs DetonatioN FocusMe,Sunset,Paper Rex,13,8,5,,DetonatioN FocusMe,8,4,4,,46:29
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 3,DRX vs Talon Esports,Ascent,DRX,11,3,8,,Talon Esports,13,4,9,,58:10
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 3,DRX vs Talon Esports,Haven,DRX,13,7,6,,Talon Esports,10,5,5,,50:21
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 3,DRX vs Talon Esports,Icebox,DRX,13,12,1,,Talon Esports,5,5,0,,37:18
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 4,Paper Rex vs Rex Regum Qeon,Lotus,Paper Rex,13,8,5,,Rex Regum Qeon,7,3,4,,52:37
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 4,Paper Rex vs Rex Regum Qeon,Ascent,Paper Rex,7,5,2,,Rex Regum Qeon,13,6,7,,42:11
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 4,Paper Rex vs Rex Regum Qeon,Sunset,Paper Rex,13,7,6,,Rex Regum Qeon,10,5,5,,47:50
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 4,Gen.G vs Global Esports,Lotus,Gen.G,13,11,2,,Global Esports,1,0,1,,36:36
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 4,Gen.G vs Global Esports,Ascent,Gen.G,13,7,6,,Global Esports,6,1,5,,46:43
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 4,DRX vs DetonatioN FocusMe,Icebox,DRX,13,7,6,,DetonatioN FocusMe,7,2,5,,56:31
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 4,DRX vs DetonatioN FocusMe,Ascent,DRX,6,5,1,,DetonatioN FocusMe,13,6,7,,38:39
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 4,DRX vs DetonatioN FocusMe,Haven,DRX,13,10,3,,DetonatioN FocusMe,2,0,2,,34:27
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 4,ZETA DIVISION vs Talon Esports,Ascent,ZETA DIVISION,13,9,4,,Talon Esports,6,3,3,,42:44
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 4,ZETA DIVISION vs Talon Esports,Lotus,ZETA DIVISION,8,6,2,,Talon Esports,13,7,6,,50:44
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 4,ZETA DIVISION vs Talon Esports,Haven,ZETA DIVISION,13,7,6,,Talon Esports,8,3,5,,45:22
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 4,Gen.G vs Team Secret,Sunset,Gen.G,6,2,4,,Team Secret,13,3,10,,47:26
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 4,Gen.G vs Team Secret,Lotus,Gen.G,13,7,6,,Team Secret,7,2,5,,42:55
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 4,Gen.G vs Team Secret,Split,Gen.G,12,9,3,0,Team Secret,14,9,3,2,1:00:59
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 4,Paper Rex vs ZETA DIVISION,Ascent,Paper Rex,9,7,2,,ZETA DIVISION,13,8,5,,50:16
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 4,Paper Rex vs ZETA DIVISION,Lotus,Paper Rex,13,11,2,,ZETA DIVISION,8,7,1,,45:25
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 4,Paper Rex vs ZETA DIVISION,Sunset,Paper Rex,13,8,5,,ZETA DIVISION,4,0,4,,37:00
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 4,T1 vs BLEED,Bind,T1,13,3,10,,BLEED,11,2,9,,1:01:29
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 4,T1 vs BLEED,Lotus,T1,9,6,3,,BLEED,13,7,6,,50:20
Champions Tour 2024: Pacific Stage 2,Regular Season,Week 4,T1 vs BLEED,Ascent,T1,13,7,6,,BLEED,8,3,5,,46:07
Champions Tour 2024: Pacific Stage 2,Playoffs,Knockout Round,Gen.G vs Rex Regum Qeon,Haven,Gen.G,13,7,6,,Rex Regum Qeon,8,3,5,,1:01:06
Champions Tour 2024: Pacific Stage 2,Playoffs,Knockout Round,Gen.G vs Rex Regum Qeon,Bind,Gen.G,13,6,7,,Rex Regum Qeon,11,5,6,,52:16
Champions Tour 2024: Pacific Stage 2,Playoffs,Knockout Round,Team Secret vs Talon Esports,Lotus,Team Secret,11,5,6,,Talon Esports,13,6,7,,1:01:48
Champions Tour 2024: Pacific Stage 2,Playoffs,Knockout Round,Team Secret vs Talon Esports,Abyss,Team Secret,11,6,5,,Talon Esports,13,7,6,,55:48
Champions Tour 2024: Pacific Stage 2,Playoffs,Upper Semifinals,Paper Rex vs Gen.G,Ascent,Paper Rex,10,3,7,,Gen.G,13,4,9,,59:34
Champions Tour 2024: Pacific Stage 2,Playoffs,Upper Semifinals,Paper Rex vs Gen.G,Icebox,Paper Rex,5,4,1,,Gen.G,13,5,8,,39:00
Champions Tour 2024: Pacific Stage 2,Playoffs,Upper Semifinals,DRX vs Talon Esports,Ascent,DRX,13,7,6,,Talon Esports,8,3,5,,55:20
Champions Tour 2024: Pacific Stage 2,Playoffs,Upper Semifinals,DRX vs Talon Esports,Abyss,DRX,13,8,5,,Talon Esports,4,0,4,,39:41
Champions Tour 2024: Pacific Stage 2,Playoffs,Upper Final,Gen.G vs DRX,Haven,Gen.G,13,9,4,,DRX,9,6,3,,57:01
Champions Tour 2024: Pacific Stage 2,Playoffs,Upper Final,Gen.G vs DRX,Sunset,Gen.G,10,6,4,,DRX,13,7,6,,53:54
Champions Tour 2024: Pacific Stage 2,Playoffs,Upper Final,Gen.G vs DRX,Bind,Gen.G,13,7,6,,DRX,6,1,5,,46:10
Champions Tour 2024: Pacific Stage 2,Playoffs,Lower Round 1,Paper Rex vs Talon Esports,Ascent,Paper Rex,13,10,3,,Talon Esports,3,1,2,,40:33
Champions Tour 2024: Pacific Stage 2,Playoffs,Lower Round 1,Paper Rex vs Talon Esports,Sunset,Paper Rex,13,9,4,,Talon Esports,3,0,3,,33:24
Champions Tour 2024: Pacific Stage 2,Playoffs,Lower Final,DRX vs Paper Rex,Abyss,DRX,7,6,1,,Paper Rex,13,7,6,,47:52
Champions Tour 2024: Pacific Stage 2,Playoffs,Lower Final,DRX vs Paper Rex,Lotus,DRX,10,5,5,,Paper Rex,13,6,7,,43:05
Champions Tour 2024: Pacific Stage 2,Playoffs,Lower Final,DRX vs Paper Rex,Bind,DRX,13,8,5,,Paper Rex,10,6,4,,48:48
Champions Tour 2024: Pacific Stage 2,Playoffs,Lower Final,DRX vs Paper Rex,Icebox,DRX,13,6,7,,Paper Rex,10,4,6,,48:59
Champions Tour 2024: Pacific Stage 2,Playoffs,Lower Final,DRX vs Paper Rex,Ascent,DRX,13,7,6,,Paper Rex,7,2,5,,43:32
Champions Tour 2024: Pacific Stage 2,Playoffs,Grand Final,Gen.G vs DRX,Haven,Gen.G,6,2,4,,DRX,13,3,10,,45:13
Champions Tour 2024: Pacific Stage 2,Playoffs,Grand Final,Gen.G vs DRX,Bind,Gen.G,18,7,5,6,DRX,16,7,5,4,1:22:39
Champions Tour 2024: Pacific Stage 2,Playoffs,Grand Final,Gen.G vs DRX,Lotus,Gen.G,14,5,7,2,DRX,12,5,7,0,57:55
Champions Tour 2024: Pacific Stage 2,Playoffs,Grand Final,Gen.G vs DRX,Icebox,Gen.G,13,7,6,,DRX,6,1,5,,39:36
Champions Tour 2024: EMEA Stage 2,Regular Season,Week 1,FUT Esports vs KOI,Split,FUT Esports,13,8,5,,KOI,7,3,4,,59:15
Champions Tour 2024: EMEA Stage 2,Regular Season,Week 1,FUT Esports vs KOI,Lotus,FUT Esports,7,3,4,,KOI,13,4,9,,45:44
Champions Tour 2024: EMEA Stage 2,Regular Season,Week 1,FUT Esports vs KOI,Sunset,FUT Esports,13,10,3,,KOI,6,4,2,,38:52
Champions Tour 2024: EMEA Stage 2,Regular Season,Week 1,BBL Esports vs FNATIC,Ascent,BBL Esports,9,6,3,,FNATIC,13,7,6,,1:05:35
Champions Tour 2024: EMEA Stage 2,Regular Season,Week 1,BBL Esports vs FNATIC,Bind,BBL Esports,13,8,5,,FNATIC,11,7,4,,52:40
Champions Tour 2024: EMEA Stage 2,Regular Season,Week 1,BBL Esports vs FNATIC,Lotus,BBL Esports,11,8,3,,FNATIC,13,9,4,,53:32
Champions Tour 2024: EMEA Stage 2,Regular Season,Week 1,Team Heretics vs Natus Vincere,Sunset,Team Heretics,13,11,2,,Natus Vincere,3,2,1,,43:52
Champions Tour 2024: EMEA Stage 2,Regular Season,Week 1,Team Heretics vs Natus Vincere,Bind,Team Heretics,13,9,4,,Natus Vincere,5,2,3,,37:19
Champions Tour 2024: EMEA Stage 2,Regular Season,Week 1,GIANTX vs Gentle Mates,Split,GIANTX,1,1,0,,Gentle Mates,13,2,11,,47:57
Champions Tour 2024: EMEA Stage 2,Regular Season,Week 1,GIANTX vs Gentle Mates,Sunset,GIANTX,13,6,7,,Gentle Mates,11,5,6,,50:46
Champions Tour 2024: EMEA Stage 2,Regular Season,Week 1,GIANTX vs Gentle Mates,Breeze,GIANTX,13,5,8,,Gentle Mates,11,4,7,,54:54
Champions Tour 2024: EMEA Stage 2,Regular Season,Week 1,Team Vitality vs Team Liquid,Lotus,Team Vitality,13,8,5,,Team Liquid,10,6,4,,1:02:01
Champions Tour 2024: EMEA Stage 2,Regular Season,Week 1,Team Vitality vs Team Liquid,Icebox,Team Vitality,17,10,2,5,Team Liquid,15,10,2,3,1:16:19
Champions Tour 2024: EMEA Stage 2,Regular Season,Week 1,BBL Esports vs Karmine Corp,Lotus,BBL Esports,6,6,0,,Karmine Corp,13,7,6,,56:28
Champions Tour 2024: EMEA Stage 2,Regular Season,Week 1,BBL Esports vs Karmine Corp,Sunset,BBL Esports,5,2,3,,Karmine Corp,13,3,10,,34:14
Champions Tour 2024: EMEA Stage 2,Regular Season,Week 1,Natus Vincere vs FUT Esports,Ascent,Natus Vincere,11,7,4,,FUT Esports,13,8,5,,59:30
Champions Tour 2024: EMEA Stage 2,Regular Season,Week 1,Natus Vincere vs FUT Esports,Lotus,Natus Vincere,5,5,0,,FUT Esports,13,6,7,,46:10
Champions Tour 2024: EMEA Stage 2,Regular Season,Week 2,KOI vs GIANTX,Sunset,KOI,13,7,6,,GIANTX,5,0,5,,1:00:15
Champions Tour 2024: EMEA Stage 2,Regular Season,Week 2,KOI vs GIANTX,Icebox,KOI,14,4,8,2,GIANTX,12,4,8,0,1:05:58
Champions Tour 2024: EMEA Stage 2,Regular Season,Week 2,Team Heretics vs FUT Esports,Sunset,Team Heretics,13,6,7,,FUT Esports,10,4,6,,1:11:15
Champions Tour 2024: EMEA Stage 2,Regular Season,Week 2,Team Heretics vs FUT Esports,Split,Team Heretics,13,9,4,,FUT Esports,6,3,3,,40:15
Champions Tour 2024: EMEA Stage 2,Regular Season,Week 2,FNATIC vs Team Vitality,Haven,FNATIC,13,9,4,,Team Vitality,6,3,3,,53:19
Champions Tour 2024: EMEA Stage 2,Regular Season,Week 2,FNATIC vs Team Vitality,Icebox,FNATIC,6,3,3,,Team Vitality,13,4,9,,47:10
Champions Tour 2024: EMEA Stage 2,Regular Season,Week 2,FNATIC vs Team Vitality,Lotus,FNATIC,13,8,5,,Team Vitality,7,3,4,,43:36
Champions Tour 2024: EMEA Stage 2,Regular Season,Week 2,BBL Esports vs Team Liquid,Lotus,BBL Esports,13,7,6,,Team Liquid,6,1,5,,56:05
Champions Tour 2024: EMEA Stage 2,Regular Season,Week 2,BBL Esports vs Team Liquid,Ascent,BBL Esports,13,7,6,,Team Liquid,5,0,5,,40:15
Champions Tour 2024: EMEA Stage 2,Regular Season,Week 2,Natus Vincere vs GIANTX,Lotus,Natus Vincere,9,4,5,,GIANTX,13,5,8,,51:38
Champions Tour 2024: EMEA Stage 2,Regular Season,Week 2,Natus Vincere vs GIANTX,Ascent,Natus Vincere,8,5,3,,GIANTX,13,6,7,,45:00
Champions Tour 2024: EMEA Stage 2,Regular Season,Week 2,KOI vs Gentle Mates,Sunset,KOI,11,7,4,,Gentle Mates,13,8,5,,1:12:25
Champions Tour 2024: EMEA Stage 2,Regular Season,Week 2,KOI vs Gentle Mates,Split,KOI,11,6,5,,Gentle Mates,13,7,6,,54:45
Champions Tour 2024: EMEA Stage 2,Regular Season,Week 2,FNATIC vs Karmine Corp,Haven,FNATIC,13,9,4,,Karmine Corp,3,0,3,,40:18
Champions Tour 2024: EMEA Stage 2,Regular Season,Week 2,FNATIC vs Karmine Corp,Lotus,FNATIC,13,8,5,,Karmine Corp,8,4,4,,50:32
Champions Tour 2024: EMEA Stage 2,Regular Season,Week 3,Team Heretics vs GIANTX,Bind,Team Heretics,13,6,7,,GIANTX,9,3,6,,1:05:37
Champions Tour 2024: EMEA Stage 2,Regular Season,Week 3,Team Heretics vs GIANTX,Split,Team Heretics,13,4,8,1,GIANTX,15,4,8,3,1:02:58
Champions Tour 2024: EMEA Stage 2,Regular Season,Week 3,Team Heretics vs GIANTX,Haven,Team Heretics,13,4,9,,GIANTX,9,1,8,,51:28
Champions Tour 2024: EMEA Stage 2,Regular Season,Week 3,FUT Esports vs Gentle Mates,Sunset,FUT Esports,13,8,5,,Gentle Mates,8,4,4,,54:31
Champions Tour 2024: EMEA Stage 2,Regular Season,Week 3,FUT Esports vs Gentle Mates,Split,FUT Esports,13,10,3,,Gentle Mates,4,2,2,,37:22
Champions Tour 2024: EMEA Stage 2,Regular Season,Week 3,KOI vs Natus Vincere,Split,KOI,13,9,4,,Natus Vincere,10,7,3,,1:11:35
Champions Tour 2024: EMEA Stage 2,Regular Season,Week 3,KOI vs Natus Vincere,Icebox,KOI,13,7,6,,Natus Vincere,6,1,5,,37:10
Champions Tour 2024: EMEA Stage 2,Regular Season,Week 3,Team Liquid vs Karmine Corp,Bind,Team Liquid,13,7,6,,Karmine Corp,11,6,5,,1:04:44
Champions Tour 2024: EMEA Stage 2,Regular Season,Week 3,Team Liquid vs Karmine Corp,Sunset,Team Liquid,13,10,3,,Karmine Corp,2,0,2,,31:02
Champions Tour 2024: EMEA Stage 2,Regular Season,Week 3,BBL Esports vs Team Vitality,Ascent,BBL Esports,7,5,2,,Team Vitality,13,6,7,,1:05:23
Champions Tour 2024: EMEA Stage 2,Regular Season,Week 3,BBL Esports vs Team Vitality,Sunset,BBL Esports,13,10,3,,Team Vitality,6,4,2,,41:22
Champions Tour 2024: EMEA Stage 2,Regular Season,Week 3,BBL Esports vs Team Vitality,Lotus,BBL Esports,11,9,2,,Team Vitality,13,10,3,,46:20
Champions Tour 2024: EMEA Stage 2,Regular Season,Week 3,Team Heretics vs Gentle Mates,Sunset,Team Heretics,13,8,5,,Gentle Mates,7,3,4,,52:52
Champions Tour 2024: EMEA Stage 2,Regular Season,Week 3,Team Heretics vs Gentle Mates,Icebox,Team Heretics,10,8,2,,Gentle Mates,13,9,4,,53:26
Champions Tour 2024: EMEA Stage 2,Regular Season,Week 3,Team Heretics vs Gentle Mates,Lotus,Team Heretics,13,9,4,,Gentle Mates,5,2,3,,40:49
Champions Tour 2024: EMEA Stage 2,Regular Season,Week 4,FUT Esports vs GIANTX,Split,FUT Esports,13,11,2,,GIANTX,4,3,1,,52:35
Champions Tour 2024: EMEA Stage 2,Regular Season,Week 4,FUT Esports vs GIANTX,Lotus,FUT Esports,13,7,6,,GIANTX,6,1,5,,43:18
Champions Tour 2024: EMEA Stage 2,Regular Season,Week 4,Team Heretics vs KOI,Icebox,Team Heretics,11,5,6,,KOI,13,6,7,,1:12:55
Champions Tour 2024: EMEA Stage 2,Regular Season,Week 4,Team Heretics vs KOI,Bind,Team Heretics,13,6,7,,KOI,9,3,6,,47:23
Champions Tour 2024: EMEA Stage 2,Regular Season,Week 4,Team Heretics vs KOI,Haven,Team Heretics,13,5,8,,KOI,10,3,7,,51:28
Champions Tour 2024: EMEA Stage 2,Regular Season,Week 4,FNATIC vs Team Liquid,Icebox,FNATIC,13,10,3,,Team Liquid,2,0,2,,40:09
Champions Tour 2024: EMEA Stage 2,Regular Season,Week 4,FNATIC vs Team Liquid,Haven,FNATIC,13,7,6,,Team Liquid,9,4,5,,47:48
Champions Tour 2024: EMEA Stage 2,Regular Season,Week 4,Natus Vincere vs Gentle Mates,Sunset,Natus Vincere,13,5,8,,Gentle Mates,7,0,7,,51:48
Champions Tour 2024: EMEA Stage 2,Regular Season,Week 4,Natus Vincere vs Gentle Mates,Ascent,Natus Vincere,8,6,2,,Gentle Mates,13,7,6,,47:15
Champions Tour 2024: EMEA Stage 2,Regular Season,Week 4,Natus Vincere vs Gentle Mates,Split,Natus Vincere,13,6,7,,Gentle Mates,11,5,6,,52:17
Champions Tour 2024: EMEA Stage 2,Regular Season,Week 4,Team Vitality vs Karmine Corp,Icebox,Team Vitality,13,9,4,,Karmine Corp,4,1,3,,41:24
Champions Tour 2024: EMEA Stage 2,Regular Season,Week 4,Team Vitality vs Karmine Corp,Lotus,Team Vitality,9,6,3,,Karmine Corp,13,7,6,,46:47
Champions Tour 2024: EMEA Stage 2,Regular Season,Week 4,Team Vitality vs Karmine Corp,Sunset,Team Vitality,14,7,5,2,Karmine Corp,12,7,5,0,56:51
Champions Tour 2024: EMEA Stage 2,Playoffs,Knockout Round,Team Vitality vs Natus Vincere,Haven,Team Vitality,8,6,2,,Natus Vincere,13,7,6,,59:29
Champions Tour 2024: EMEA Stage 2,Playoffs,Knockout Round,Team Vitality vs Natus Vincere,Sunset,Team Vitality,13,10,3,,Natus Vincere,5,3,2,,37:35
Champions Tour 2024: EMEA Stage 2,Playoffs,Knockout Round,Team Vitality vs Natus Vincere,Ascent,Team Vitality,13,5,8,,Natus Vincere,7,0,7,,44:53
Champions Tour 2024: EMEA Stage 2,Playoffs,Knockout Round,FNATIC vs Karmine Corp,Icebox,FNATIC,7,5,2,,Karmine Corp,13,6,7,,55:37
Champions Tour 2024: EMEA Stage 2,Playoffs,Knockout Round,FNATIC vs Karmine Corp,Sunset,FNATIC,15,6,6,3,Karmine Corp,13,6,6,1,1:03:50
Champions Tour 2024: EMEA Stage 2,Playoffs,Knockout Round,FNATIC vs Karmine Corp,Lotus,FNATIC,13,8,5,,Karmine Corp,6,2,4,,40:16
Champions Tour 2024: EMEA Stage 2,Playoffs,Upper Semifinals,Team Heretics vs Team Vitality,Icebox,Team Heretics,14,9,3,2,Team Vitality,12,9,3,0,1:16:39
Champions Tour 2024: EMEA Stage 2,Playoffs,Upper Semifinals,Team Heretics vs Team Vitality,Sunset,Team Heretics,10,5,5,,Team Vitality,13,6,7,,52:14
Champions Tour 2024: EMEA Stage 2,Playoffs,Upper Semifinals,Team Heretics vs Team Vitality,Bind,Team Heretics,12,5,7,0,Team Vitality,14,5,7,2,58:07
Champions Tour 2024: EMEA Stage 2,Playoffs,Upper Semifinals,FUT Esports vs FNATIC,Sunset,FUT Esports,13,7,5,1,FNATIC,15,7,5,3,1:11:28
Champions Tour 2024: EMEA Stage 2,Playoffs,Upper Semifinals,FUT Esports vs FNATIC,Haven,FUT Esports,5,4,1,,FNATIC,13,5,8,,38:10
Champions Tour 2024: EMEA Stage 2,Playoffs,Upper Final,Team Vitality vs FNATIC,Lotus,Team Vitality,11,7,4,,FNATIC,13,8,5,,1:14:55
Champions Tour 2024: EMEA Stage 2,Playoffs,Upper Final,Team Vitality vs FNATIC,Sunset,Team Vitality,6,3,3,,FNATIC,13,4,9,,42:04
Champions Tour 2024: EMEA Stage 2,Playoffs,Lower Round 1,Team Heretics vs FUT Esports,Abyss,Team Heretics,13,6,7,,FUT Esports,10,4,6,,1:00:49
Champions Tour 2024: EMEA Stage 2,Playoffs,Lower Round 1,Team Heretics vs FUT Esports,Sunset,Team Heretics,13,5,8,,FUT Esports,11,4,7,,56:36
Champions Tour 2024: EMEA Stage 2,Playoffs,Lower Final,Team Vitality vs Team Heretics,Icebox,Team Vitality,6,3,3,,Team Heretics,13,4,9,,58:55
Champions Tour 2024: EMEA Stage 2,Playoffs,Lower Final,Team Vitality vs Team Heretics,Sunset,Team Vitality,13,8,5,,Team Heretics,4,0,4,,36:49
Champions Tour 2024: EMEA Stage 2,Playoffs,Lower Final,Team Vitality vs Team Heretics,Lotus,Team Vitality,13,9,4,,Team Heretics,3,0,3,,32:09
Champions Tour 2024: EMEA Stage 2,Playoffs,Lower Final,Team Vitality vs Team Heretics,Haven,Team Vitality,13,8,5,,Team Heretics,9,5,4,,45:29
Champions Tour 2024: EMEA Stage 2,Playoffs,Grand Final,FNATIC vs Team Vitality,Haven,FNATIC,13,9,4,,Team Vitality,8,5,3,,1:03:45
Champions Tour 2024: EMEA Stage 2,Playoffs,Grand Final,FNATIC vs Team Vitality,Ascent,FNATIC,9,4,5,,Team Vitality,13,5,8,,48:24
